"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Sandália Cartago 12205 Luxemburgo","Cartago","2379108-AT029LSCINZAPRETCINZA","Marcas","Cartago","Masculino","Adulto","Sandália","99.90","94.91","37/38 | 39 | 40 | 41 | 42 | 43/44 | 45 | 46/47","AT029 LS CINZA/PRET/CINZA","Conforto Projetada para proporcionar o máximo de bem-estar, a sandália conta com palmilha anatômica, que se ajusta ao formato do pé e ajuda a distribuir melhor o peso durante a caminhada. As tiras são revestidas com material macio por dentro, evitando atritos ou incômodos. É leve, ergonômica e ideal para o uso diário, mesmo por longos períodos. Versatil A Sandália Cartago Luxemburgo é um modelo versátil, que pode ser usado em várias ocasiões. Combina perfeitamente com roupas casuais, bermudas...","https://www.chinelarialeilaneneves.com.br/sandalia-cartago-12205-luxemburgo-cinza-pret-cinza-at029-ls-cinza-pret-cinza","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/8543/05-sandalia-cartago-12205-luxemburgo.png?ims=290x290","true","false"
"Sandália Infantil Ipanema 27403 Glow","Ipanema","2545490-bs296pretopreto","Marcas","Ipanema","Infantil","Infantil","Sandália","38.99","37.04","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33","bs296 preto/preto | bs297 rosa/dourado","Conforto Produzida em material flexível e macio, a Sandália Ipanema Glow oferece palmilha confortável que se adapta aos pés, proporcionando sensação agradável ao caminhar. O solado leve ajuda na absorção de impacto, garantindo conforto para uso prolongado. Versatilidade Esse modelo é ideal para diversas ocasiões, como passeios, viagens, trabalho informal e momentos de lazer. Fácil de calçar, ela se adapta bem a diferentes rotinas, sendo uma excelente escolha para o dia a dia. Estilo Com desig...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27403-glow-bs296-preto-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14633/04-sandalia-ipanema-27403-glow.png?ims=290x290","true","false"
"Sandália Infantil Ipanema 27403 Glow","Ipanema","2545490-bs297rosadourado","Marcas","Ipanema","Infantil","Infantil","Sandália","38.99","37.04","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33","bs296 preto/preto | bs297 rosa/dourado","Conforto Produzida em material flexível e macio, a Sandália Ipanema Glow oferece palmilha confortável que se adapta aos pés, proporcionando sensação agradável ao caminhar. O solado leve ajuda na absorção de impacto, garantindo conforto para uso prolongado. Versatilidade Esse modelo é ideal para diversas ocasiões, como passeios, viagens, trabalho informal e momentos de lazer. Fácil de calçar, ela se adapta bem a diferentes rotinas, sendo uma excelente escolha para o dia a dia. Estilo Com desig...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27403-glow-bs297-rosa-dourado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12464/01-sandalia-ipanema-27403-glow.png?ims=290x290","true","false"
"Sandália Ipanema 27423 Glow Trend","Ipanema","2548404-marromtrend","Marcas","Ipanema","Feminino","Adulto","Sandália","39.99","37.99","33/34 | 35 | 36 | 37 | 38 | 39/40","marrom trend | preto trend","Conforto para o Dia a Dia Produzida em material flexível e macio, a sandália proporciona uma pisada confortável mesmo em uso prolongado. A palmilha anatômica auxilia no encaixe dos pés, oferecendo mais bem-estar ao caminhar. Design Moderno e Tendência O destaque do modelo fica por conta das tiras com visual trend, que trazem um toque atual e elegante à sandália. Versátil, combina facilmente com vestidos, shorts, saias e looks casuais, sendo uma excelente opção para quem busca estilo sem abrir...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27423-glow-trend-marrom-trend","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12842/04-sandalia-ipanema-27423-glow-trend.png?ims=290x290","true","false"
"Sandália Ipanema 27423 Glow Trend","Ipanema","2548404-pretotrend","Marcas","Ipanema","Feminino","Adulto","Sandália","39.99","37.99","33/34 | 35 | 36 | 37 | 38 | 39/40","marrom trend | preto trend","Conforto para o Dia a Dia Produzida em material flexível e macio, a sandália proporciona uma pisada confortável mesmo em uso prolongado. A palmilha anatômica auxilia no encaixe dos pés, oferecendo mais bem-estar ao caminhar. Design Moderno e Tendência O destaque do modelo fica por conta das tiras com visual trend, que trazem um toque atual e elegante à sandália. Versátil, combina facilmente com vestidos, shorts, saias e looks casuais, sendo uma excelente opção para quem busca estilo sem abrir...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27423-glow-trend-preto-trend","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12839/01-sandalia-ipanema-27423-glow-trend.png?ims=290x290","true","false"
"Sandália Klin 129163 Urban","Klin","2377696-16558MARINHOCAPUCCINO","Marcas","Klin","Masculino","Infantil","Sandália","119.90","113.91","23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","16558 MARINHO/CAPUCCINO | 408 GRAFITE/PRETO","Conforto para os pés A palmilha anatômica foi desenvolvida para oferecer o máximo de conforto ao caminhar, se adaptando ao formato dos pés infantis. O solado leve e flexível contribui para a maciez da pisada e favorece a mobilidade natural das crianças. Design urbano e moderno Com linhas contemporâneas e combinações de cores que se adaptam a diferentes looks, a Sandália Klin Urban é perfeita para compor desde produções mais casuais até combinações descontraídas. Um calçado versátil que acompa...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-129163-urban-16558-marinho-capuccino","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11619/01-sandalia-klin-129163-urban.png?ims=290x290","true","false"
"Sandália Klin 129163 Urban","Klin","2377696-408GRAFITEPRETO","Marcas","Klin","Masculino","Infantil","Sandália","119.90","113.91","23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","16558 MARINHO/CAPUCCINO | 408 GRAFITE/PRETO","Conforto para os pés A palmilha anatômica foi desenvolvida para oferecer o máximo de conforto ao caminhar, se adaptando ao formato dos pés infantis. O solado leve e flexível contribui para a maciez da pisada e favorece a mobilidade natural das crianças. Design urbano e moderno Com linhas contemporâneas e combinações de cores que se adaptam a diferentes looks, a Sandália Klin Urban é perfeita para compor desde produções mais casuais até combinações descontraídas. Um calçado versátil que acompa...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-129163-urban-408-grafite-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11635/13-sandalia-klin-129163-urban.png?ims=290x290","true","false"
"Sandália Molekinha 2347.100 Mini Shine","Molekinha","2547288-ourorosadoshine","Marcas","Molekinha","Infantil","Infantil","Sandália","99.90","94.91","26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","ouro rosado shine","Conforto Desenvolvida especialmente para o público infantil, essa sandália conta com palmilha macia que se adapta aos pés, proporcionando uma sensação agradável a cada passo. O salto bloco baixo ajuda na distribuição do peso, oferecendo maior equilíbrio e segurança para caminhar, enquanto o fechamento com fivela ajustável garante encaixe firme e confortável, evitando apertos e desconfortos. Estilo O acabamento Mini Shine traz um brilho delicado e sofisticado, perfeito para compor looks infant...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinha-2347-100-mini-shine-ouro-rosado-shine","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12474/01-sandalia-molekinha-2347-100-mini-shine.png?ims=290x290","true","false"
"Sandália Molekinha Baby 2743.102 Shine","Molekinha","2547315-douradoshine","Marcas","Molekinha","Unissex Baby","Baby","Sandália","69.90","66.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","dourado shine","Conforto A Sandália Molekinha Baby 2743.102 oferece conforto ideal para a fase baby, com palmilha macia, estrutura leve e materiais suaves que evitam atritos na pele sensível dos bebês, proporcionando bem-estar e liberdade de movimentos ao longo do uso. Estilo Com acabamento metalizado e detalhes florais delicados, a Sandália Molekinha Baby Shine traz um estilo doce e elegante, perfeito para compor looks infantis mais arrumadinhos, mantendo a leveza e o charme característicos da linha Molekin...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinha-2743-102-shine-dourado-shine","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12545/01-sandalia-molekinha-2743-102-shine.png?ims=290x290","true","false"
"Sandália Molekinho 2400-155 Napa Neo Kids","Molekinho","2377709-7282CAFECARAMELO","Marcas","Molekinho","Infantil","Infantil","Sandália","99.90","94.91","27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","7282 CAFE/CARAMELO","Conforto para o dia a dia Com palmilha macia e solado emborrachado, essa sandália oferece bem-estar durante todo o uso. O calce é leve, pensado para que a criança aproveite suas brincadeiras sem incômodos. Estilo moderno e versátil O modelo combina cores neutras com costuras contrastantes, criando um visual estiloso e fácil de combinar com diferentes looks infantis, desde shorts até bermudas casuais. Praticidade no calce Graças ao fechamento em velcro, a sandália é prática de colocar e tirar,...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinho-2400-155-napa-neo-7282-cafe-caramelo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11549/01-sandalia-molekinho-2400-155-napa-neo.png?ims=290x290","true","false"
"Sandália Molekinho 2400.355 Floter Rústico Kids","Molekinho","2377710-1395PRETO","Marcas","Molekinho","Infantil","Infantil","Sandália","99.90","94.91","27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","1395 PRETO","Conforto para acompanhar cada passo A Sandália Molekinho 2400.355 Floter Rústico Kids é a escolha perfeita para os pequenos que precisam de praticidade e maciez no dia a dia. Com fechamento em tiras ajustáveis de velcro, ela proporciona calce rápido e seguro, permitindo liberdade para brincar sem preocupações. O material interno é macio e suave, oferecendo bem-estar em todas as atividades. Estilo versátil para todas as ocasiões Com design moderno em tom preto e detalhes em costura contrastant...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinho-2400-355-floter-rustico-1395-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11575/01-sandalia-molekinho-2400-355-floter-rustico.png?ims=290x290","true","false"
"Sandália Molekinho 2402.745 F.Camurção Kids","Molekinho","2377711-17063-MARINAREIACARAMEL","Marcas","Molekinho","Infantil","Infantil","Sandália","99.90","94.91","27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","17063-MARIN/AREIA/CARAMEL","Conforto e maciez Produzida com materiais de qualidade, a sandália oferece palmilha macia e solado leve que proporcionam conforto a cada passo. O ajuste firme garante segurança sem apertar, permitindo liberdade de movimentos. Design moderno e versátil Combinando cores neutras e sofisticadas, como azul, bege e caramelo, a sandália se adapta a diversas combinações de looks. Um modelo versátil que pode ser usado tanto no dia a dia quanto em ocasiões especiais. Durabilidade e praticidade O acabam...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinho-2402-745-f-camurcao-17063-marin-areia-caramel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11563/01-sandalia-molekinho-2402-745-f-camurcao.png?ims=290x290","true","false"
"Sandália Papete Beira Rio 8488.124 Triângulos","Beira Rio","2366010-55156nudeourorosado","Marcas","Beira Rio","Feminino","Adulto","Sandália","99.90","94.91","34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42","18107 preto/grafite | 55156 nude/ouro rosado","Conforto A palmilha macia em EVA anatômico oferece absorção de impacto e sensação agradável desde o primeiro passo. Já o fecho em fivela lateral permite que o ajuste seja feito com segurança, moldando-se ao pé e trazendo firmeza no caminhar — sem apertar nem soltar com facilidade. Visual Marcante Duas tiras frontais são o grande destaque desta papete: elas vêm adornadas com pequenos detalhes cintilantes que refletem a luz de forma delicada e chamativa. Solado firme Seu solado emborrachado é e...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-beira-rio-8488-124-triangulos-55156-nude-ouro-rosado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5625/03-sandalia-papete-beira-rio-8488-124-triangulos.png?ims=290x290","true","false"
"Sandália Papete Grendene Kids 22303 Disney Magic Minnie","Grendene Kids","2393064-bl981rosarosaclaro","Marcas","Grendene Kids","Infantil","Baby","Sandália","59.99","56.99","17/18 | 19 | 20/21 | 22 | 23/24 | 25","bl981 rosa/rosa claro","Conforto A Sandália Papete Grendene Kids foi desenvolvida com foco total no bem-estar das crianças, possui palmilha macia e anatômica que se adapta aos pés com suavidade, ideal para o uso diário, seu fechamento em velcro permite um ajuste prático, seguro e confortável, facilitando a autonomia da criança. Versatilidade Combina com diversos looks infantis, desde roupas casuais até passeios mais especiais. Pode ser usada em diferentes ambientes: em casa, na escola, no parque ou em eventos, com d...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-grendene-kids-22303-disney-magic-bl981-rosa-rosa-claro","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9424/03-sandalia-papete-grendene-kids-22303-disney-magic-minnie.png?ims=290x290","true","false"
"Sandália Papete baby Molekinha 2741.202 Led Metalizado","Molekinha","2394824-17165brancodourado","Marcas","Molekinha","Unissex Baby","Baby","Sandália","129.90","123.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","17165 branco/dourado | 78276 rosa","Conforto A Sandália Papete Baby Molekinha 2741.202 Led Metalizado foi desenvolvida pensando no bem-estar das pequenas desde os primeiros passos. Conta com palmilha acolchoada e solado leve e flexível, que garantem conforto a cada movimento. Com o fechamento em fivela promove ajuste seguro, ideal para o dia a dia das bebês. Versatilidade Esse modelo une funcionalidade e estilo, sendo perfeito para diversas ocasiões. Pode ser usada tanto em momentos de lazer quanto em eventos mais especiais, se...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-baby-molekinha-2741-202-led-metali-17165-branco-dourado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9688/05-sandalia-papete-baby-molekinha-2741-202-led-metalizado.png?ims=290x290","true","false"
"Sandália Papete baby Molekinha 2741.202 Led Metalizado","Molekinha","2394824-78276rosa","Marcas","Molekinha","Unissex Baby","Baby","Sandália","129.90","123.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","17165 branco/dourado | 78276 rosa","Conforto A Sandália Papete Baby Molekinha 2741.202 Led Metalizado foi desenvolvida pensando no bem-estar das pequenas desde os primeiros passos. Conta com palmilha acolchoada e solado leve e flexível, que garantem conforto a cada movimento. Com o fechamento em fivela promove ajuste seguro, ideal para o dia a dia das bebês. Versatilidade Esse modelo une funcionalidade e estilo, sendo perfeito para diversas ocasiões. Pode ser usada tanto em momentos de lazer quanto em eventos mais especiais, se...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-baby-molekinha-2741-202-led-metali-78276-rosa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9684/01-sandalia-papete-baby-molekinha-2741-202-led-metalizado.png?ims=290x290","true","false"
"Sandália Salto Molekinha 2347.121 Florenca","Molekinha","2399205-97250pretocristalnique","Marcas","Molekinha","Feminino","Infantil","Sandália","129.90","123.41","26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","97250 preto/cristal nique","Conforto A Sandália Molekinha oferece conforto mesmo com salto, graças ao seu design ergonômico e palmilha macia. O salto baixo de 3,5 cm proporciona uma leve elevação sem comprometer a estabilidade ao caminhar. Ideal para crianças que querem se sentir mais crescidas sem abrir mão do bem-estar nos pés. Versatilidade Moderna e delicada, essa sandália combina facilmente com vestidos, saias, conjuntos e até peças mais casuais. É perfeita para festas, eventos, passeios ou até mesmo para ocasiões ...","https://www.chinelarialeilaneneves.com.br/sandalia-saltinho-molekinha-2347-121-florenca-97250-preto-cristal-nique","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/9966/01-sandalia-salto-molekinha-2347-121-florenca.png?ims=290x290","true","false"
"Sapatenis Infantil Molekinho 2631.121 Rustico Neo","Molekinho","2586290-36783brancooffmarinho","Marcas","Molekinho","Infantil","Infantil","Tênis","134.99","128.24","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","36783 branco off/marinho","Praticidade no calce, conforto no dia a dia e estilo moderno","https://www.chinelarialeilaneneves.com.br/sapatenis-molekinho-2631-121-rustico-neo-36783-branco-off-marinho","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14828/01-sapatenis-molekinho-2631-121-rustico-neo.png?ims=290x290","true","false"
